intent;mensaje;enlaces;frases
ayuda;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://alerta.peru.gob.pe';'https://www.peru.gob.pe']";"['explicación de desastres naturales';'qué hacer si hay un huaico';'cómo actuar durante una emergencia';'alertas meteorológicas vigentes']"
explicar_tipo_desastre;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.unisdr.org';'https://www.gob.pe/indeci']";"['prevención ante sismos';'alertas meteorológicas vigentes';'sugerencias sobre la calidad del aire']"
ayuda;Agradezco la ayuda brindada.;"['https://www.gob.pe/indeci';'https://www.unisdr.org';'https://www.defensacivil.gob.pe']";"['sugerencias sobre la calidad del aire';'qué hacer si hay un huaico']"
explicar_tipo_desastre;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.unisdr.org';'https://www.ssalud.gob.pe';'https://www.senamhi.gob.pe']";"['dónde acudir en caso de desastre';'prevención ante sismos';'cómo actuar durante una emergencia';'protocolos de evacuación']"
saludo;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.onu.org.pe/prevencion';'https://www.cruzroja.org.pe']";"['protocolos de evacuación';'prevención ante sismos';'guía de preparación familiar';'qué hacer si hay un huaico']"
calidad_del_aire;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.unisdr.org';'https://www.cruzroja.org.pe';'https://www.cenepred.gob.pe']";"['líneas de ayuda y emergencia';'cómo actuar durante una emergencia';'prevención ante sismos';'qué hacer si hay un huaico']"
simulacro_fecha;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.cenepred.gob.pe';'https://www.defensacivil.gob.pe']";"['cómo participar en un simulacro';'medidas ante lluvias intensas']"
agradecimiento;¿Puedes explicarme qué es un aluvión?;"['https://www.cenepred.gob.pe';'https://alerta.peru.gob.pe']";"['dónde acudir en caso de desastre';'sugerencias sobre la calidad del aire';'cómo actuar durante una emergencia']"
calidad_del_aire;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.senamhi.gob.pe';'https://www.ssalud.gob.pe';'https://alerta.peru.gob.pe']";"['dónde acudir en caso de desastre';'qué hacer si hay un huaico';'cómo participar en un simulacro']"
lenguaje_inapropiado;Hola, gracias por la atención.;"['https://www.cruzroja.org.pe';'https://www.peru.gob.pe';'https://alerta.peru.gob.pe']";"['cómo participar en un simulacro';'medidas ante lluvias intensas']"
obtener_pronostico;Hola, gracias por la atención.;"['https://www.digemid.minsa.gob.pe';'https://www.cruzroja.org.pe';'https://www.peru.gob.pe';'https://www.unisdr.org']";"['protocolos de evacuación';'alertas meteorológicas vigentes';'explicación de desastres naturales';'sugerencias sobre la calidad del aire']"
saludo;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.cruzroja.org.pe';'https://www.senamhi.gob.pe']";"['qué hacer si hay un huaico';'guía de preparación familiar';'sugerencias sobre la calidad del aire';'alertas meteorológicas vigentes']"
despedida;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.cruzroja.org.pe';'https://www.digemid.minsa.gob.pe';'https://www.minsa.gob.pe']";"['líneas de ayuda y emergencia';'cómo participar en un simulacro';'cómo actuar durante una emergencia';'qué hacer si hay un huaico']"
recomendar_medidas;¿Puedes explicarme qué es un aluvión?;"['https://www.minsa.gob.pe';'https://www.peru.gob.pe']";"['dónde acudir en caso de desastre';'protocolos de evacuación';'cómo actuar durante una emergencia';'sugerencias sobre la calidad del aire']"
reportar_evento;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion']";"['qué hacer si hay un huaico';'alertas meteorológicas vigentes';'dónde acudir en caso de desastre';'cómo actuar durante una emergencia']"
plan_emergencia;No entiendo lo que estás diciendo.;"['https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.senamhi.gob.pe']";"['prevención ante sismos';'protocolos de evacuación']"
intencion_desconocida;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe']";"['prevención ante sismos';'líneas de ayuda y emergencia';'alertas meteorológicas vigentes']"
explicar_tipo_desastre;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.digemid.minsa.gob.pe';'https://www.cenepred.gob.pe']";"['líneas de ayuda y emergencia';'qué hacer si hay un huaico']"
lenguaje_inapropiado;Hola, gracias por la atención.;"['https://www.senamhi.gob.pe';'https://www.digemid.minsa.gob.pe']";"['líneas de ayuda y emergencia';'guía de preparación familiar';'qué hacer si hay un huaico';'explicación de desastres naturales']"
calidad_del_aire;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.gob.pe/indeci';'https://www.onu.org.pe/prevencion']";"['cómo actuar durante una emergencia';'dónde acudir en caso de desastre';'líneas de ayuda y emergencia';'explicación de desastres naturales']"
obtener_pronostico;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.digemid.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['qué hacer si hay un huaico';'guía de preparación familiar';'prevención ante sismos';'protocolos de evacuación']"
alertas_meteorologicas;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.senamhi.gob.pe';'https://www.cruzroja.org.pe']";"['protocolos de evacuación';'dónde acudir en caso de desastre']"
ayuda;Agradezco la ayuda brindada.;"['https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.ssalud.gob.pe';'https://www.unisdr.org']";"['explicación de desastres naturales';'prevención ante sismos';'qué hacer si hay un huaico';'medidas ante lluvias intensas']"
agradecimiento;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.digemid.minsa.gob.pe';'https://www.cruzroja.org.pe']";"['líneas de ayuda y emergencia';'protocolos de evacuación';'medidas ante lluvias intensas']"
alertas_meteorologicas;¿Existen alertas meteorológicas vigentes para hoy?;"['https://www.defensacivil.gob.pe';'https://www.ssalud.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.peru.gob.pe']";"['protocolos de evacuación';'qué hacer si hay un huaico';'cómo participar en un simulacro';'prevención ante sismos']"
explicar_tipo_desastre;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.peru.gob.pe';'https://www.defensacivil.gob.pe';'https://www.ssalud.gob.pe']";"['medidas ante lluvias intensas';'alertas meteorológicas vigentes';'cómo participar en un simulacro';'cómo actuar durante una emergencia']"
recomendar_medidas;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.cruzroja.org.pe';'https://www.minsa.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.unisdr.org']";"['explicación de desastres naturales';'alertas meteorológicas vigentes']"
plan_emergencia;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.defensacivil.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.ssalud.gob.pe';'https://www.senamhi.gob.pe']";"['dónde acudir en caso de desastre';'explicación de desastres naturales';'alertas meteorológicas vigentes';'cómo actuar durante una emergencia']"
simulacro_fecha;Quiero reportar un huaico en mi zona.;"['https://www.digemid.minsa.gob.pe';'https://www.cenepred.gob.pe';'https://www.minsa.gob.pe']";"['cómo participar en un simulacro';'cómo actuar durante una emergencia';'líneas de ayuda y emergencia';'guía de preparación familiar']"
explicar_tipo_desastre;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.senamhi.gob.pe';'https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['explicación de desastres naturales';'medidas ante lluvias intensas';'protocolos de evacuación';'alertas meteorológicas vigentes']"
plan_emergencia;¿Existen alertas meteorológicas vigentes para hoy?;"['https://www.digemid.minsa.gob.pe';'https://www.cenepred.gob.pe']";"['dónde acudir en caso de desastre';'medidas ante lluvias intensas';'protocolos de evacuación';'alertas meteorológicas vigentes']"
calidad_del_aire;No entiendo lo que estás diciendo.;"['https://www.onu.org.pe/prevencion';'https://www.minsa.gob.pe';'https://www.cruzroja.org.pe';'https://alerta.peru.gob.pe']";"['qué hacer si hay un huaico';'cómo participar en un simulacro']"
saludo;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.senamhi.gob.pe';'https://www.minsa.gob.pe']";"['alertas meteorológicas vigentes';'explicación de desastres naturales';'sugerencias sobre la calidad del aire']"
intencion_desconocida;No entiendo lo que estás diciendo.;"['https://www.senamhi.gob.pe';'https://www.gob.pe/indeci';'https://www.ssalud.gob.pe']";"['explicación de desastres naturales';'qué hacer si hay un huaico';'alertas meteorológicas vigentes']"
intencion_desconocida;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.peru.gob.pe';'https://www.cenepred.gob.pe']";"['dónde acudir en caso de desastre';'alertas meteorológicas vigentes';'medidas ante lluvias intensas';'prevención ante sismos']"
rutas_evacuacion;¿Puedes explicarme qué es un aluvión?;"['https://www.cruzroja.org.pe';'https://www.onu.org.pe/prevencion']";"['explicación de desastres naturales';'prevención ante sismos';'cómo actuar durante una emergencia']"
ayuda;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.defensacivil.gob.pe';'https://www.senamhi.gob.pe';'https://www.unisdr.org';'https://www.cenepred.gob.pe']";"['prevención ante sismos';'sugerencias sobre la calidad del aire';'protocolos de evacuación';'alertas meteorológicas vigentes']"
intencion_desconocida;Hola, gracias por la atención.;"['https://www.defensacivil.gob.pe';'https://www.minsa.gob.pe']";"['cómo actuar durante una emergencia';'cómo participar en un simulacro';'guía de preparación familiar';'sugerencias sobre la calidad del aire']"
intencion_desconocida;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.gob.pe/indeci';'https://www.defensacivil.gob.pe';'https://www.ssalud.gob.pe';'https://www.senamhi.gob.pe']";"['guía de preparación familiar';'cómo participar en un simulacro';'medidas ante lluvias intensas']"
simulacro_fecha;Buenos días, ¿qué temas cubre este asistente?;"['https://www.digemid.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['medidas ante lluvias intensas';'protocolos de evacuación';'alertas meteorológicas vigentes']"
recomendar_medidas;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.defensacivil.gob.pe';'https://www.unisdr.org';'https://www.senamhi.gob.pe']";"['medidas ante lluvias intensas';'alertas meteorológicas vigentes';'dónde acudir en caso de desastre']"
alertas_meteorologicas;No entiendo lo que estás diciendo.;"['https://www.gob.pe/indeci';'https://www.senamhi.gob.pe']";"['protocolos de evacuación';'sugerencias sobre la calidad del aire';'cómo actuar durante una emergencia']"
plan_emergencia;Hola, gracias por la atención.;"['https://www.cenepred.gob.pe';'https://www.minsa.gob.pe';'https://www.senamhi.gob.pe']";"['qué hacer si hay un huaico';'prevención ante sismos';'cómo actuar durante una emergencia']"
despedida;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.peru.gob.pe';'https://www.senamhi.gob.pe';'https://www.cruzroja.org.pe';'https://alerta.peru.gob.pe']";"['qué hacer si hay un huaico';'prevención ante sismos']"
rutas_evacuacion;Buenos días, ¿qué temas cubre este asistente?;"['https://www.ssalud.gob.pe';'https://www.peru.gob.pe']";"['cómo participar en un simulacro';'explicación de desastres naturales']"
obtener_pronostico;Quiero reportar un huaico en mi zona.;"['https://www.defensacivil.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.gob.pe/indeci';'https://www.cenepred.gob.pe']";"['medidas ante lluvias intensas';'líneas de ayuda y emergencia';'protocolos de evacuación';'qué hacer si hay un huaico']"
plan_emergencia;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.cenepred.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.peru.gob.pe';'https://www.minsa.gob.pe']";"['prevención ante sismos';'guía de preparación familiar';'protocolos de evacuación';'cómo participar en un simulacro']"
saludo;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.defensacivil.gob.pe';'https://alerta.peru.gob.pe']";"['alertas meteorológicas vigentes';'dónde acudir en caso de desastre']"
plan_emergencia;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.cenepred.gob.pe';'https://www.gob.pe/indeci';'https://www.digemid.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['sugerencias sobre la calidad del aire';'explicación de desastres naturales']"
calidad_del_aire;Agradezco la ayuda brindada.;"['https://www.senamhi.gob.pe';'https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe';'https://www.cenepred.gob.pe']";"['qué hacer si hay un huaico';'explicación de desastres naturales';'prevención ante sismos']"
calidad_del_aire;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.defensacivil.gob.pe';'https://www.ssalud.gob.pe';'https://www.unisdr.org';'https://alerta.peru.gob.pe']";"['prevención ante sismos';'cómo actuar durante una emergencia';'protocolos de evacuación']"
explicar_tipo_desastre;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.digemid.minsa.gob.pe';'https://www.peru.gob.pe';'https://www.gob.pe/indeci']";"['sugerencias sobre la calidad del aire';'explicación de desastres naturales';'medidas ante lluvias intensas']"
ayuda;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.onu.org.pe/prevencion';'https://www.digemid.minsa.gob.pe';'https://www.peru.gob.pe']";"['explicación de desastres naturales';'guía de preparación familiar';'prevención ante sismos']"
obtener_pronostico;Hola, gracias por la atención.;"['https://www.minsa.gob.pe';'https://www.unisdr.org';'https://www.ssalud.gob.pe';'https://www.onu.org.pe/prevencion']";"['explicación de desastres naturales';'medidas ante lluvias intensas';'dónde acudir en caso de desastre']"
rutas_evacuacion;Agradezco la ayuda brindada.;"['https://www.defensacivil.gob.pe';'https://www.digemid.minsa.gob.pe']";"['sugerencias sobre la calidad del aire';'protocolos de evacuación';'cómo participar en un simulacro';'qué hacer si hay un huaico']"
alertas_meteorologicas;Hola, gracias por la atención.;"['https://www.defensacivil.gob.pe';'https://www.digemid.minsa.gob.pe']";"['explicación de desastres naturales';'prevención ante sismos';'cómo actuar durante una emergencia';'líneas de ayuda y emergencia']"
obtener_pronostico;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.peru.gob.pe';'https://alerta.peru.gob.pe';'https://www.onu.org.pe/prevencion']";"['cómo actuar durante una emergencia';'guía de preparación familiar';'sugerencias sobre la calidad del aire';'líneas de ayuda y emergencia']"
calidad_del_aire;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.gob.pe/indeci';'https://www.senamhi.gob.pe';'https://www.digemid.minsa.gob.pe']";"['sugerencias sobre la calidad del aire';'cómo actuar durante una emergencia';'medidas ante lluvias intensas';'protocolos de evacuación']"
simulacro_fecha;¿Qué tipo de lenguaje no está permitido aquí?;"['https://alerta.peru.gob.pe';'https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion']";"['cómo participar en un simulacro';'líneas de ayuda y emergencia';'dónde acudir en caso de desastre';'cómo actuar durante una emergencia']"
obtener_pronostico;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.digemid.minsa.gob.pe';'https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.unisdr.org']";"['qué hacer si hay un huaico';'líneas de ayuda y emergencia';'cómo actuar durante una emergencia']"
intencion_desconocida;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.ssalud.gob.pe';'https://www.gob.pe/indeci']";"['medidas ante lluvias intensas';'cómo actuar durante una emergencia']"
despedida;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://alerta.peru.gob.pe';'https://www.peru.gob.pe']";"['prevención ante sismos';'guía de preparación familiar';'explicación de desastres naturales']"
obtener_pronostico;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.cenepred.gob.pe';'https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.senamhi.gob.pe']";"['explicación de desastres naturales';'cómo participar en un simulacro']"
despedida;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.unisdr.org';'https://www.minsa.gob.pe';'https://www.senamhi.gob.pe';'https://www.defensacivil.gob.pe']";"['medidas ante lluvias intensas';'cómo actuar durante una emergencia';'alertas meteorológicas vigentes']"
